Artist Name,Popularity,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Cody Johnson,54,546,351,11.0,-8279,1,0.0271,0.0997,283,105.79,211867.0,3,Indie
Britney Spears,,753,591,9.0,-7091,0,45,108,563,101941,2.742216667,4,Country
The Weeknd,93,0.68,826,,-5487,1,0.0309,543,644,118051,215627.0,4,Country
SOJA,35,812,645,,-5044,1,0.0377,0.0793,724,139974,209824.0,4,Bollywood
Best Friends Club,20,814,569,9.0,-13422,0,0.0796,132,514,120005,250000.0,4,Country
Van Halen,69,552,947,2.0,-4671,1,0.15,0.0637,465,127631,282747.0,4,Bollywood
Johnny Adams,12,916,537,9.0,-9303,0,0.0358,0.0549,908,106951,252907.0,4,Pop
Olivia Lunny,56,643,648,8.0,-5734,1,0.0428,162,552,139997,174921.0,4,Country
Rand Aldo,42,211,109,,-18827,1,0.0371,0.0965,144,106225,3.14015,4,Acoustic/Folk
Merle Haggard,35,659,281,7.0,-13564,1,0.0268,112,518,108287,3.35645,4,HipHop
"Blxst, Tyga, Ty Dolla $ign",82,571,767,2.0,-5.16,1,287,0.0809,605,93421,2.69473333,4,Country
MOSSS,54,761,0.6,7.0,-7348,1,0.0765,108,557,96015,199036.0,4,Blues
The Sounds,47,475,807,3.0,-3959,0,0.0332,109,731,145179,200000.0,4,Bollywood
The Lumineers,75,682,471,,-9182,1,0.0301,0.0908,421,79907,163133.0,4,Country
Charlotte Day Wilson,63,683,486,4.0,-9726,0,0.11,276,279,126985,213071.0,4,Blues
Lower Than Atlantis,45,561,823,2.0,-4851,1,97,492,525,93504,200760.0,4,Indie
Jeris Johnson,54,625,778,1.0,-7207,1,0.0642,103,961,160039,163492.0,4,Indie
Andi,65,522,531,10.0,-6459,0,215,0.43,149,94225,153244.0,4,Country
Elton John,80,601,532,10.0,-9119,1,0.0286,0.0925,341,136571,4.69355,4,Bollywood
The Ben Webster Quintet,40,529,0.0582,8.0,-19131,1,0.0617,116,357,93486,4.53155,4,Acoustic/Folk
The Allergies,30,731,647,5.0,-7937,0,0.0355,0.34,879,108017,180707.0,4,Pop
Kings of Leon,58,293,778,,-5581,1,34,102,0.24,147882,217347.0,4,Bollywood
Shubha Mudgal,1,276,659,6.0,-6642,0,0.0352,146,309,81611,6.236083333,4,Rock
Galleons,42,471,925,7.0,-4633,1,0.0598,356,0.0768,100012,303000.0,4,Instrumental
Zara Larsson,34,619,631,11.0,-6018,1,104,246,772,106309,175305.0,4,Country
A. K. Paul,38,806,197,,-12945,1,207,0.0835,337,124005,237027.0,4,Blues
Marilyn Manson,49,607,938,,-3072,1,0.0487,149,0.65,110014,266702.0,4,Instrumental
Hadag Nahash,40,0.83,819,1.0,-4.78,0,0.0686,134,846,113002,228117.0,4,Alt_Music
Tori Harper,46,647,512,11.0,-8479,1,0.0381,134,0.0716,111957,4.13833333,4,Rock
Saint Sister,50,306,0.54,5.0,-7196,1,0.0414,152,147,75382,227707.0,4,Indie
ISLAND,28,572,949,9.0,-3498,1,0.0362,0.0705,607,138013,224840.0,4,Indie
Don Henley,48,557,577,8.0,-12175,1,27,0.0604,445,91877,379000.0,4,Bollywood
"Mukesh, Lata Mangeshkar",23,293,567,9.0,-7705,0,0.0394,0.44,669,146359,4.381783333,4,Metal
Ron Gallo,32,0.41,823,9.0,-6237,1,0.0655,154,284,90471,153717.0,4,Indie
Thieves Like Us,45,689,657,2.0,-10419,0,0.0449,0.15,802,116872,216600.0,4,Blues
Dermot Kennedy,,368,274,1.0,-14878,1,0.0413,0.0658,0.0459,84549,4.5,4,Rock
"Car, the garden",23,616,754,5.0,-3887,0,0.0404,0.0897,484,113959,163875.0,4,Bollywood
Sense Field,23,505,659,3.0,-12146,1,0.0256,116,461,101.53,262600.0,1,Bollywood
Television,47,0.55,631,,-11493,1,0.0385,0.0503,908,114553,229027.0,4,Indie
"Earth, Wind & Fire",80,697,832,9.0,-7264,1,0.0298,269,979,125926,215093.0,4,Bollywood
The Foxies,38,576,829,,-4323,0,0.0593,304,652,167.99,165323.0,4,Bollywood
AJ Tracey,68,741,851,9.0,-6.03,0,0.0672,296,0.84,141987,195000.0,4,Alt_Music
Type O Negative,45,484,913,1.0,-5942,1,45,0.0992,465,99052,248333.0,4,Instrumental
Avril Lavigne,69,578,694,5.0,-5351,1,0.0706,102,268,129921,220850.0,4,Country
Tempa T,19,869,761,8.0,-6449,1,105,0.0736,281,139973,239640.0,4,Alt_Music
Viscera,33,423,958,7.0,-5251,0,188,388,174,119967,230500.0,4,Instrumental
Skating Polly,30,605,722,11.0,-5852,1,0.0517,104,961,124711,175053.0,4,Indie
"Samuel Lindon, Ensemble Cordes De La Mer",44,179,59,2.0,-18992,0,0.0387,101,0.0845,74702,2.320266667,4,Acoustic/Folk
Black Pumas,66,546,696,4.0,-6537,1,0.0335,195,596,89882,246587.0,4,Bollywood
The Jesus and Mary Chain,54,545,717,3.0,-6869,1,36,136,589,118515,239621.0,4,Bollywood
Charlie Feathers,31,661,762,4.0,-9581,1,38,121,911,89292,144480.0,4,Bollywood
Chicocurlyhead,47,594,666,3.0,-5237,0,211,0.0891,507,81.75,160244.0,4,Alt_Music
Westlife,,533,565,,-7092,1,0.0249,315,0.34,82973,4.339333333,4,Country
Rochelle Jordan,34,778,703,1.0,-5978,0,0.0391,69,493,126015,239516.0,3,Blues
Nasty Cherry,49,778,552,7.0,-5987,1,0.0367,0.0815,499,115032,164203.0,4,Indie
Psymon Spine,34,765,476,,-8069,0,0.0969,106,598,107004,254461.0,4,Blues
Power Trip,54,484,991,8.0,-4028,0,0.0676,359,559,167035,225245.0,4,Instrumental
Nothing,36,248,687,2.0,-6233,1,0.0393,0.0639,0.17,164622,270853.0,4,Blues
Alien Sex Fiend,36,564,804,2.0,-11786,1,0.0733,0.0463,397,123716,291600.0,4,Bollywood
Lush,45,0.46,878,4.0,-7903,1,0.0514,0.0967,0.34,109903,317093.0,4,Blues
DJ Khaled,83,757,721,4.0,-2906,0,0.0691,647,364,124036,165366.0,4,Country
Remi Wolf,67,747,822,1.0,-5.15,1,0.0893,288,862,115937,207927.0,4,Blues
Data,27,541,882,3.0,-3929,0,219,79,423,142867,218373.0,4,Indie
Paladin,28,485,975,6.0,-4956,1,0.0692,0.0443,265,139.91,305052.0,4,Instrumental
Michael Kiwanuka,59,643,773,1.0,-7998,1,0.0414,0.0986,653,124538,249333.0,4,Country
Death Valley Girls,25,324,948,9.0,-4609,1,0.0522,165,342,90542,160587.0,4,Indie
MONOEYES,40,472,862,9.0,-4835,1,0.0324,76,0.0956,94984,247067.0,4,Bollywood
The Cult,69,0.55,765,7.0,-8684,1,0.0287,132,419,139.46,252533.0,4,Blues
Tuna,42,542,812,6.0,-6485,1,107,693,577,72936,286470.0,4,Alt_Music
Part-Time Friends,37,709,554,,-9802,1,0.0734,108,631,138117,210147.0,4,Blues
Concha Piquer,35,0.46,223,2.0,-8974,0,138,253,306,78306,188200.0,4,Country
Arcade Fire,65,252,0.8,,-4845,1,0.0368,118,0.29,139361,335333.0,4,Indie
Ana Alcaide,40,701,204,4.0,-17527,0,0.0406,0.0985,0.27,104983,4.314666667,3,Acoustic/Folk
TDJ,37,667,0.51,1.0,-10133,1,0.0436,0.0857,0.16,141077,251555.0,4,Indie
Britney Spears,57,633,755,4.0,-6566,1,0.0421,273,729,138.96,3.848883333,4,Country
Miri Mesika,15,437,469,2.0,-6321,0,0.0293,104,369,139824,177493.0,3,Country
Institute,44,327,852,6.0,-4798,1,0.0613,0.12,222,180075,265107.0,4,Bollywood
James Taylor,73,597,271,5.0,-17293,1,0.0394,0.0933,338,76271,203613.0,4,Bollywood
James Otto,62,705,606,7.0,-7047,1,0.0243,242,876,98001,3.910666667,4,HipHop
elegant slims,46,0.52,815,11.0,-4758,0,0.0488,89,466,91972,199387.0,4,Bollywood
Ms. Lauryn Hill,61,832,749,2.0,-6129,1,0.37,0.0837,0.65,94899,333907.0,4,Alt_Music
Goldfinger,45,241,916,8.0,-3.9,1,168,31,0.67,186797,177924.0,4,Bollywood
Dire Straits,42,666,667,2.0,-9305,0,0.0371,74,679,134219,8.51555,4,Bollywood
Eyal Golan,32,552,653,6.0,-4.52,0,0.0327,0.11,473,140046,302466.0,4,Country
Bleachers,64,442,689,4.0,-5289,1,0.0251,0.11,208,89001,247968.0,3,Blues
MAX RAD,32,742,657,9.0,-10579,0,105,274,656,107479,197477.0,4,Blues
The Faint,37,737,668,5.0,-6261,0,0.0323,385,961,131009,176240.0,4,Blues
Kojaque,45,529,746,8.0,-8288,1,0.0649,158,184,83978,186334.0,4,Bollywood
Limp Bizkit,72,425,852,11.0,-5607,1,46,0.0935,512,101968,321040.0,4,Bollywood
Freddie King,59,565,526,,-11352,1,0.0365,0.11,637,167936,204333.0,4,Pop
Nick Hakim,29,766,488,8.0,-6402,0,0.0595,155,582,142035,241920.0,4,Blues
"Pritam, Arijit Singh",50,0.59,821,2.0,-4933,1,0.0444,454,784,116942,3.133333333,4,Metal
Omer Adam,36,715,755,1.0,-5213,0,0.0534,0.0663,615,132003,223760.0,4,Country
Van Halen,39,487,948,4.0,-7754,1,43,0.0506,242,105395,321707.0,4,Instrumental
The Who,71,394,622,4.0,-8258,0,0.0336,0.0892,342,126844,221427.0,4,Bollywood
Garmarna,39,516,655,,-9428,0,0.0306,0.0891,0.19,120028,352787.0,3,Instrumental
Caitlyn Smith,54,587,299,2.0,-6649,1,0.0327,149,184,96657,190067.0,3,Country
Leroy Carr,29,683,285,3.0,-12101,1,0.0366,122,783,94913,175400.0,4,Pop
Fickle Friends,46,603,674,6.0,-8193,1,0.0591,116,732,93004,204259.0,4,Blues
Trippie Redd,71,527,0.79,2.0,-6268,1,0.0788,0.37,236,153034,177059.0,3,Bollywood
bl00dwave,33,626,861,9.0,-7384,0,0.0285,101,501,110014,146182.0,4,Blues
Johnny Winter,42,256,573,,-12179,1,0.0408,111,824,205057,395600.0,3,Pop
"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",20,269,154,9.0,-18072,1,0.0387,109,104,134817,6.858216667,4,Acoustic/Folk
Chapterhouse,37,267,0.94,9.0,-7052,1,0.0629,358,0.21,155581,258760.0,4,Blues
ILLENIUM,41,476,798,2.0,-5405,1,0.0869,583,0.0372,92781,309677.0,4,Bollywood
Kaiser Chiefs,41,367,938,7.0,-4643,1,0.0464,428,556,177916,214880.0,4,Indie
"ATB, Topic, A7S",88,669,784,7.0,-5603,1,112,115,517,125993,2.50088333,4,Country
LO,3,559,463,,-11841,1,0.0257,122,155,99014,229520.0,4,Blues
MOSES,46,494,805,1.0,-6437,1,0.0293,0.0636,571,96996,232526.0,4,Bollywood
ILLENIUM,74,526,667,9.0,-5451,1,0.0437,321,0.43,155085,165779.0,4,Bollywood
Shreya Ghoshal,19,616,547,7.0,-7.63,1,0.0342,121,345,110025,6.484166667,4,Rock
MOD SUN,65,367,707,5.0,-4698,0,44,358,377,83032,167765.0,4,Indie
Glass Animals,69,845,583,9.0,-5948,0,0.0773,0.1,842,149941,200584.0,4,Blues
Aerosmith,53,359,854,11.0,-9799,0,0.0418,841,472,99414,333227.0,4,Bollywood
Eyal Golan,33,478,447,10.0,-4828,0,0.0295,145,321,75053,216496.0,4,Country
Bathtub Cig,26,689,208,7.0,-15944,1,0.0344,0.0933,194,96052,220514.0,4,Blues
Louf,33,434,599,10.0,-11966,0,0.0734,0.0929,436,109188,436630.0,5,Indie
Black Sabbath,38,336,796,6.0,-10845,0,0.0896,0.0621,417,155.28,353613.0,4,Bollywood
Yung Bleu,57,604,522,8.0,-6796,1,0.0924,113,287,93169,186039.0,4,Alt_Music
George Strait,56,664,601,2.0,-13379,1,0.0616,0.0567,934,168979,2.572666667,4,HipHop
BENEE,55,712,625,9.0,-4925,0,0.29,0.0509,0.48,177.94,221865.0,4,Blues
DDG,50,799,494,7.0,-12029,1,266,115,234,136019,186196.0,4,Alt_Music
Eugene Bridges,8,668,614,4.0,-7882,0,0.0278,367,0.46,103.57,308573.0,4,Pop
Dead Pony,32,431,777,7.0,-7853,1,0.0494,105,361,76027,215296.0,4,Bollywood
iann dior,58,695,869,5.0,-6914,1,0.0264,343,0.92,123991,154871.0,4,Bollywood
Idan Amedi,45,632,499,2.0,-7975,0,0.0313,199,332,105876,207020.0,4,Country
Johnny Adams,29,418,387,5.0,-11.79,0,0.0634,142,361,202033,280360.0,3,Pop
Lime Cordiale,57,705,692,9.0,-7271,1,0.0303,137,772,125933,216636.0,4,Blues
Isaac DaBom,15,831,632,8.0,-8875,0,0.13,112,647,103023,281477.0,4,Country
Ghetts,48,663,645,8.0,-7977,1,398,166,394,128023,231107.0,4,Alt_Music
Shivam Pathak,57,528,664,2.0,-7262,1,0.0377,121,109,97893,3.6645,4,Metal
The Soft Cavalry,28,0.5,528,2.0,-10051,1,0.0276,0.0911,94,78.0,255385.0,4,Blues
Willie J Healey,38,466,699,7.0,-6101,1,0.0319,221,716,190384,142246.0,4,Blues
The Kinks,57,468,839,9.0,-7.39,1,0.0365,151,935,151842,242027.0,4,Bollywood
Suldusk,38,601,439,4.0,-10507,0,0.0253,125,186,106973,210834.0,4,Instrumental
Kurt Vile,63,566,663,8.0,-9068,1,0.0278,0.0915,762,91108,298760.0,4,Blues
Yameii Online,70,427,666,5.0,-7902,0,0.0415,0.0856,232,85022,215771.0,4,Country
Nikola Zolkiewska,55,325,164,,-17.19,0,0.0438,112,211,49196,2.5641,3,Acoustic/Folk
The Rolling Stones,,0.63,616,1.0,-8128,0,0.0309,173,509,118.65,4.51288333,4,Bollywood
Rod Stewart,60,546,627,,-9037,1,0.0244,96,764,81278,4.52,4,Rock
Jackie Hayes,48,638,666,4.0,-6951,0,0.0392,314,651,131962,185455.0,4,Blues
Jack Fruit,30,627,0.5,9.0,-9615,0,46,522,353,120025,178711.0,4,Country
Phoria,49,254,117,8.0,-21.35,0,0.0376,111,0.0447,78533,350974.0,4,Indie
Shocking Blue,37,655,648,4.0,-8708,1,0.0345,0.0946,712,125603,159000.0,4,Pop
James Bay,66,0.68,315,11.0,-8425,1,0.0391,712,361,117614,3.94645,4,Rock
Elliott Ok,14,398,338,7.0,-10084,1,0.0304,99,188,135.75,222906.0,4,Blues
The Zombies,66,537,0.7,4.0,-6852,0,0.0366,383,695,117111,214027.0,4,Bollywood
AC/DC,59,569,901,9.0,-5197,1,0.0544,0.16,839,133194,259413.0,4,Instrumental
Webb Pierce,20,524,176,3.0,-11.14,1,0.0345,366,676,115996,146000.0,4,Bollywood
Swamp Dogg,34,716,0.33,,-13283,1,46,124,572,139927,280840.0,4,Blues
The Pale White,29,441,884,,-4319,1,104,406,468,129931,171107.0,4,Bollywood
Machine Gun Kelly,80,654,875,1.0,-4845,1,0.0744,194,522,99975,171621.0,4,Bollywood
Wallice,60,759,636,4.0,-6387,1,0.0473,643,921,120019,179852.0,4,Blues
Tim Montana,49,512,885,11.0,-3558,1,0.0359,101,0.47,85017,201707.0,4,Bollywood
Low (Acoustic),33,557,264,9.0,-10625,1,28,0.0984,433,77099,3.445166667,4,Rock
Johnny Cash,54,632,559,5.0,-10.49,1,0.0674,127,884,182942,151427.0,4,Bollywood
LILHUDDY,64,513,848,4.0,-4644,1,0.0676,336,394,143968,183362.0,4,Country
BTS,,759,459,8.0,-5187,1,0.0948,0.0906,695,109997,164442.0,4,Country
Shimi Tavori,29,477,342,,-13.44,1,0.0273,206,346,84871,252467.0,4,Country
The Wallflowers,44,534,892,4.0,-5.04,0,28,109,749,128834,211027.0,4,Bollywood
Five Finger Death Punch,58,0.45,872,7.0,-4.91,1,0.0353,0.0833,396,156059,274615.0,4,Instrumental
2 Chainz,70,897,767,11.0,-4544,1,0.0959,129,675,134913,171838.0,4,Alt_Music
Faze Miyake,2,655,438,,-11276,1,0.0433,222,557,148018,174724.0,4,Alt_Music
Jess Locke,28,653,543,11.0,-7154,0,26,295,419,97029,219753.0,4,Blues
Jeremy Zucker,66,551,249,,-11392,1,0.06,112,257,156.02,233747.0,3,Country
Wild Pink,40,501,792,4.0,-7.31,1,0.0255,0.67,645,88014,291613.0,4,Indie
Jeezy,33,0.75,723,,-5452,1,231,0.0588,747,170006,245480.0,4,Alt_Music
"Mukesh, Lata Mangeshkar",17,715,446,4.0,-10887,0,0.0591,427,932,102673,3.61555,4,Metal
Passion Pit,71,566,755,11.0,-5526,1,0.0368,315,445,101006,264493.0,4,Blues
Shawnna,47,823,586,4.0,-6044,0,336,0.0605,611,78054,202760.0,4,Alt_Music
Walter Wolfman Washington,18,705,811,11.0,-5483,0,133,0.0233,549,97938,313813.0,4,Pop
Jamestown Revival,45,529,652,4.0,-7592,1,0.0348,0.0893,486,76052,239733.0,4,Indie
Second to Sun,28,313,933,2.0,-4574,1,62,717,0.0958,76.01,315790.0,4,Instrumental
Baby Keem,80,0.89,701,,-5712,0,342,0.0895,505,80462,225020.0,4,Alt_Music
Armon,8,352,648,9.0,-7426,1,0.0375,0.27,0.36,82436,349822.0,4,Blues
Long Distance Calling,34,287,0.77,2.0,-7477,1,0.0546,0.0519,293,71072,368973.0,4,Instrumental
The Jungle Giants,56,664,759,9.0,-4926,0,0.0428,179,771,160023,221466.0,4,Country
Sha Na Na,22,294,923,4.0,-12239,0,212,992,208,135384,184787.0,4,Bollywood
Wallice,55,576,597,5.0,-4974,1,0.0391,0.0914,614,133686,164782.0,4,Blues
Dead by April,51,0.42,937,,-2672,0,152,166,412,156059,191154.0,4,Instrumental
Beck,59,582,938,1.0,-5726,0,0.0392,0.0841,0.8,113999,314487.0,4,Blues
The Killers,82,352,911,1.0,-5.23,1,0.0747,0.0995,236,148033,222973.0,4,Bollywood
"Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu",13,645,504,9.0,-13495,1,145,0.23,511,124904,4725,4,Rock
Parker Millsap,48,568,632,9.0,-6958,1,161,401,711,164823,156107.0,4,Bollywood
bbno$,67,0.95,574,11.0,-7969,0,251,0.0801,656,106042,141509.0,4,Country
No sé a quién matar,34,561,704,9.0,-6062,1,0.0232,217,678,98.99,219475.0,4,Blues
AWOLNATION,53,645,0.86,2.0,-5041,0,31,0.0929,0.04,111029,223320.0,4,Bollywood
Bruce Springsteen,58,532,736,11.0,-6901,1,0.0383,292,656,125105,354813.0,4,Bollywood
Jamie O'Neal,46,507,843,11.0,-3421,1,108,295,504,193708,3.04355,4,HipHop
Braid,32,0.39,885,11.0,-6.98,0,0.0549,371,592,83661,153800.0,4,Bollywood
Rekha Bhardwaj,25,439,364,10.0,-10723,1,0.0341,0.0776,111,80202,7.023266667,4,Rock
Tyla Yaweh,71,712,822,6.0,-3728,0,131,239,469,91011,211237.0,4,Alt_Music
JunkBunny,27,343,0.85,1.0,-7.51,1,0.0567,0.0905,437,161794,230747.0,4,Bollywood
Lisa Mann,29,624,849,11.0,-4261,0,0.0358,362,717,94066,271867.0,4,Pop
Kylie V,30,605,428,6.0,-7.93,1,0.0261,201,228,152969,260013.0,4,Indie
Hazvuvim,14,682,749,4.0,-10759,0,0.0435,0.12,686,117871,330493.0,4,Bollywood
Illinois Jacquet,34,769,0.25,,-11141,1,0.0556,0.0855,615,127147,164573.0,4,Pop
The Walkmen,57,167,921,6.0,-4881,0,61,239,315,168225,262227.0,4,Blues
OK Go,43,0.43,669,5.0,-3398,1,0.0448,121,417,160001,188120.0,4,Bollywood
Half the Animal,43,539,654,1.0,-6454,0,0.0813,0.0595,511,170138,210820.0,5,Bollywood
bloody/bath,37,527,878,1.0,-4932,1,0.0561,104,198,152017,169728.0,4,Blues
Evolution Empire,,568,981,7.0,-5161,1,0.0835,133,183,122.04,224028.0,4,Bollywood
Donny Hathaway,,408,242,,-15.35,1,0.0328,0.0931,364,131152,410257.0,3,Alt_Music
Fontaines D.C.,46,495,0.96,4.0,-6235,0,61,111,182,172808,248409.0,4,Indie
Lowertown,32,516,698,,-8008,1,31,575,227,84014,181397.0,4,Country
Eyal Golan,31,619,893,,-7089,0,0.0438,291,939,104014,242293.0,4,Country
DaBaby,56,703,555,8.0,-8199,1,382,246,702,177205,178949.0,4,Alt_Music
Monolink,51,845,429,1.0,-11706,0,0.0973,0.0727,443,116007,277609.0,4,Blues
The Beaches,41,691,0.62,6.0,-3339,0,0.0455,0.0821,552,109027,179973.0,4,Bollywood
Dua Lipa,65,455,265,5.0,-8468,1,0.0491,685,324,176036,3264,4,Rock
Suli Breaks,22,885,517,4.0,-12067,0,0.5,446,705,110012,178909.0,4,Alt_Music
Malfunkshun,42,217,736,9.0,-7309,0,0.0409,0.0821,246,130404,271333.0,4,Bollywood
George Harrison,62,373,0.57,5.0,-11.56,1,0.0441,128,631,81.28,215693.0,4,Bollywood
Mavi Phoenix,46,818,459,8.0,-10073,1,0.0399,111,246,110126,174545.0,4,Blues
Jade Bird,43,673,722,5.0,-5497,1,0.0855,0.0605,717,91962,162070.0,4,Indie
King of Asgard,26,0.0809,993,2.0,-4093,1,163,183,0.0397,70972,483440.0,1,Instrumental
Middle Kids,34,545,421,,-7201,1,0.0276,214,314,149955,210133.0,4,Blues
Touché Amoré,40,352,927,8.0,-8144,1,0.11,0.0409,355,98336,183338.0,4,Bollywood
Misplaced,33,495,949,1.0,-3789,1,0.0407,438,683,105013,187571.0,4,Bollywood
The Maccabees,,339,821,7.0,-5549,1,143,0.0938,428,169541,259787.0,4,Blues
Pote Baby,51,881,475,1.0,-8794,1,0.5,229,615,146931,182870.0,4,Alt_Music
Run–D.M.C.,73,965,857,11.0,-8458,0,0.17,0.0726,951,127656,183760.0,4,Country
Darkcell,33,486,975,,-4016,1,0.11,929,131,105005,281838.0,4,Instrumental
Journers,28,485,706,9.0,-7165,1,0.0333,108,349,135954,274750.0,4,Bollywood
Miss May I,56,381,969,10.0,-4956,0,141,143,338,179987,236549.0,4,Instrumental
wave to earth,33,442,576,6.0,-5611,0,0.0321,308,643,202081,218500.0,4,Bollywood
Fallen,30,538,507,2.0,-11016,1,0.0312,354,169,103021,4.065783333,4,Rock
Greta Van Fleet,63,222,807,7.0,-4738,1,45,0.0801,106,136344,413524.0,4,Bollywood
Godsticks,24,292,775,4.0,-6192,0,0.0488,111,368,150475,333137.0,4,Bollywood
Jan & Dean,45,469,647,8.0,-13913,1,0.0315,339,942,147878,163027.0,4,Bollywood
The Pharcyde,56,853,754,10.0,-7158,0,259,252,0.69,95081,334467.0,4,Alt_Music
Justus Bennetts,60,669,648,5.0,-4.66,1,67,314,616,80974,161747.0,4,Country
Salt-N-Pepa,68,913,596,11.0,-12477,0,0.0707,78,973,127215,272133.0,4,Country
Jake Milliner,35,811,453,6.0,-9.54,0,0.0948,345,605,93014,207250.0,4,Indie
21 Savage,80,819,626,10.0,-4574,0,202,167,415,143.01,195906.0,4,Alt_Music
George Moir,35,663,604,11.0,-5252,1,186,134,567,82536,177000.0,4,Blues
Amber Run,38,486,908,2.0,-4.43,1,0.0369,389,241,89991,216667.0,4,Bollywood
Whitney,52,728,572,2.0,-10043,1,0.0348,102,744,110346,206995.0,4,Blues
P.O.D.,50,563,924,2.0,-5567,1,0.0734,0.0468,539,90928,187240.0,4,Bollywood
Monster Magnet,49,522,853,11.0,-5861,1,0.0383,131,637,140727,211440.0,4,Instrumental
Press Club,26,447,949,4.0,-4245,0,0.0841,132,364,104724,197263.0,4,Indie
The Futureheads,43,0.42,988,5.0,-2622,1,157,286,353,155993,216040.0,4,Blues
Gorgoroth,35,0.17,0.98,7.0,-12697,1,0.0652,515,0.0504,144475,153240.0,4,Instrumental
YONAKA,56,503,685,9.0,-6.48,0,0.0423,0.0674,508,146997,200067.0,4,Bollywood
Fleetwood Mac,82,545,0.67,9.0,-8.81,1,0.0496,0.0451,481,151553,270213.0,4,Bollywood
Arik Einstein,23,409,231,1.0,-15002,1,0.0353,84,125,116036,253000.0,4,Bollywood
Mohammed Rafi,9,261,0.14,6.0,-15.33,1,0.0412,116,188,72286,9006,4,Metal
Pinkshinyultrablast,42,0.12,0.87,9.0,-6984,1,0.0995,0.0834,0.0536,179815,950210.0,3,Blues
"Britney Spears, Tinashe",,752,784,,-4942,1,0.0753,0.11,464,135039,3.558916667,4,Country
Migrant Motel,35,571,405,1.0,-8907,1,25,0.0911,398,72974,184000.0,4,Bollywood
Bleachers,54,691,864,,-7206,1,0.0417,0.0853,756,109201,199627.0,4,Indie
John Denver,,456,383,9.0,-9516,1,0.0263,127,0.67,82026,3.167333333,4,HipHop
Teenage Wrist,47,553,902,11.0,-4.35,0,0.0588,0.2,572,132089,175577.0,4,Bollywood
"Atif Aslam, Tulsi Kumar",54,523,768,,-4953,0,0.0566,0.0833,669,75.03,3.937333333,4,Metal
Radiohead,63,291,767,7.0,-6913,0,0.0862,0.0763,359,175702,234800.0,4,Indie
Red Fang,46,187,913,7.0,-8185,1,0.0558,102,344,156715,232980.0,4,Bollywood
Omer Adam,44,767,498,11.0,-5995,1,376,325,0.61,129919,201500.0,4,Country
INXS,,567,919,7.0,-4425,1,0.0713,0.0819,593,116033,3.77245,4,Bollywood
The Devil and the Almighty Blues,40,298,584,11.0,-7257,1,0.0322,0.1,388,143927,466382.0,3,Bollywood
Will Paquin,62,331,0.5,2.0,-9119,0,0.0514,116,421,86963,127465.0,4,Blues
David Shaul,25,538,362,,-8.97,1,0.0258,177,0.24,76045,251194.0,4,Bollywood
Pixies,64,489,913,5.0,-9152,0,0.0479,0.0703,539,135756,171747.0,4,Indie
Sha Na Na,21,0.4,682,5.0,-11927,1,0.0563,803,778,117528,177640.0,1,Bollywood
Electric Light Orchestra,81,388,338,10.0,-10054,1,0.0329,248,478,177765,303373.0,4,Country
Rat Tally,26,446,373,,-9192,1,0.0312,116,201,144073,151257.0,4,Blues
Johnny Cash,57,676,0.58,5.0,-14217,1,0.0506,218,0.89,95358,2.883116667,4,HipHop
Mötley Crüe,71,0.6,931,7.0,-4647,1,0.0734,392,542,140123,270427.0,4,Country
Ravid Plotnik,38,646,559,7.0,-6751,1,181,167,648,85444,201173.0,4,Alt_Music
Lauv,83,752,505,9.0,-7621,1,253,104,419,91.97,197437.0,4,Country
Elton John,82,601,532,10.0,-9119,1,0.0286,0.0925,341,136571,281613.0,4,Bollywood
Willie Dixon,48,584,278,4.0,-18566,1,0.0312,255,0.75,81712,215027.0,4,Pop
Hollow,44,401,764,1.0,-5476,1,145,0.0506,109,99949,205200.0,4,Bollywood
Stick Figure,51,866,518,,-7372,1,0.0457,104,644,141.01,240029.0,4,Bollywood
N.Flying,33,583,981,4.0,-741,1,102,187,907,145021,169173.0,4,Bollywood
Life On Venus,39,433,676,8.0,-5953,1,0.0304,101,404,133957,233731.0,4,Bollywood
"Pritam, Arijit Singh",64,487,456,8.0,-7144,1,0.0319,141,348,136088,4.13235,4,Metal
The Robert Cray Band,2,575,838,4.0,-11252,0,0.0534,974,488,113303,278693.0,4,Pop
Ivri Lider,35,0.37,411,4.0,-9684,1,32,108,169,106773,263034.0,4,Country
Sammy Hagar,40,423,0.63,2.0,-9778,1,0.0312,0.0479,393,153945,4.40155,4,Bollywood
My Morning Jacket,29,0.44,505,10.0,-9517,1,31,129,501,102354,439680.0,4,Bollywood
Kansas,75,482,786,7.0,-5735,1,32,446,793,126755,5.38333333,4,Bollywood
Rita Ora,55,846,559,6.0,-4306,1,0.0644,0.0445,721,114037,3.03178333,4,Rock
Russell Dickerson,2,638,854,1.0,-4664,1,0.11,0.0357,859,93869,3.177333333,4,HipHop
Dilated Peoples,47,656,767,11.0,-7032,0,321,641,739,181.33,240667.0,4,Alt_Music
Veil Of Maya,56,537,0.96,2.0,-3705,1,0.0594,0.0892,382,137986,220000.0,4,Instrumental
Kenny Neal,13,576,693,9.0,-9936,1,0.0374,186,908,159786,285093.0,3,Pop
